id,section,question,option1,option2,option3,option4,correct
423,Sistemas Híbridos y Eléctricos,El control E-Four distribuye par según:,"Condiciones de manejo y tracción","Solo velocidad","Solo ángulo de dirección","Solo acelerador","Condiciones de manejo y tracción"
424,Sistemas Híbridos y Eléctricos,"Los IGBTs en el inversor sirven para:","Convertir CD a CA","Convertir CA a CD","Regular voltaje","Controlar corriente","Convertir CD a CA"
425,Sistemas Híbridos y Eléctricos,¿Qué ventaja tiene elevar el voltaje para los MGs?,"Mayor corriente para mismo voltaje","Menor corriente para misma potencia","Menor eficiencia","Mayor tamaño de componentes","Menor corriente para misma potencia"
426,Sistemas Híbridos y Eléctricos,"En el diagrama nomográfico, cuando el vehículo está detenido con freno y el motor arranca:","MG1 tiene par positivo","MG2 tiene par negativo","MG1 tiene par negativo","Ambas MGs están en cero","MG1 tiene par positivo"
427,Sistemas Híbridos y Eléctricos,La Unidad de Engranajes Planetarios sirve para:,"Reducir velocidad de MG2","Dividir potencia del motor","Cambiar marchas automáticamente","Acoplar/desacoplar motor","Dividir potencia del motor"
428,Sistemas Híbridos y Eléctricos,El control de par de MG2 considera:,"Par solicitado menos par directo motor","Par motor más par MG1","Solo par solicitado","Par regenerativo","Par solicitado menos par directo motor"
429,Sistemas Híbridos y Eléctricos,"En el nomográfico, cuando MG1 tiene 1000 rpm negativos significa:","Está generando electricidad","Está motoring al motor","Está en reversa","Está desconectado","Está generando electricidad"
430,Sistemas Híbridos y Eléctricos,¿Qué ocurre con MG1 cuando se reduce el régimen del motor térmico?,"MG1 disminuye su velocidad","MG1 aumenta su velocidad","MG1 se detiene","MG1 invierte su sentido","MG1 disminuye su velocidad"
431,Sistemas Híbridos y Eléctricos,"Control de Frenado Regenerativo: En frenada suave, ¿qué sistema predomina?","Frenos hidráulicos tradicionales","Frenado regenerativo de MG2","Freno de estacionamiento eléctrico","Compresión del motor","Frenado regenerativo de MG2"
437,Sistemas Híbridos y Eléctricos,"Un vehículo híbrido en modo EV, el vehículo circula a 50 km/h en terreno plano. La corriente de descarga de la batería es de 80 A y la tensión nominal es 201,6 V. ¿Cuál es la eléctrica aproximada entregada a MG2?","10,08 kW","16,12 kW","21,88 kW","25,00 kW","16,12 kW"
452,Sistema de Lubricación,"¿Cuál es la función principal del aceite lubricante en un motor?","Aumentar la temperatura de combustión","Reducir la fricción y el desgaste entre superficies","Incrementar la presión de admisión","Mantener la mezcla aire–combustible estable","Reducir la fricción y el desgaste entre superficies"
453,Sistema de Lubricación,"¿Qué componente es el encargado de impulsar el aceite a través del sistema de lubricación?","Filtro de aire","Radiador","Bomba de aceite","Termostato","Bomba de aceite"
454,Sistema de Lubricación,"¿Cuál es el tipo de lubricación donde existe una película completa que separa las superficies en movimiento?","Lubricación límite","Lubricación mixta","Lubricación hidrodinámica","Lubricación de emergencia","Lubricación hidrodinámica"
455,Sistema de Lubricación,"¿Qué función cumple el filtro de aceite dentro del sistema de lubricación?","Refrigerar el aceite","Eliminar impurezas y partículas contaminantes","Incrementar la presión del sistema","Medir el nivel de aceite en el cárter","Eliminar impurezas y partículas contaminantes"
456,Sistema de Lubricación,"¿Qué parámetro tribológico indica la viscosidad del lubricante según la temperatura?","Índice de octano","Índice de refracción","Índice de viscosidad (VI)","Índice de volatilidad","Índice de viscosidad (VI)"
457,Sistema de Lubricación,"¿Cuál es el modo de falla más común en cojinetes cuando hay pérdida de lubricación?","Fatiga superficial por rodadura","Soldadura adhesiva (scuffing)","Corrosión ácida","Picado por cavitación","Soldadura adhesiva (scuffing)"
458,Sistema de Lubricación,"¿Qué sensor permite conocer la condición operativa del sistema de lubricación en tiempo real?","Sensor de oxígeno","Sensor de presión de aceite","Sensor de temperatura del refrigerante","Sensor MAP","Sensor de presión de aceite"
459,Sistema de Lubricación,"¿Qué tipo de lubricación ocurre al arranque del motor, cuando aún no se forma la película hidrodinámica?","Lubricación límite","Lubricación hidrostática","Lubricación mixta","Lubricación sólida","Lubricación límite"
460,Sistema de Lubricación,"¿Cuál es la causa principal de la oxidación del aceite lubricante?","Alta humedad en el tanque de combustible","Altas temperaturas y presencia de oxígeno","Fallo en el sistema de encendido","Exceso de presión en el sistema de refrigeración","Altas temperaturas y presencia de oxígeno"
461,Sistema de Lubricación,"¿Cómo se denomina el proceso tribológico donde el lubricante ayuda a evacuar calor generado por fricción?","Transferencia térmica por conducción","Refrigeración mecánica","Disipación termo-tribológica","Convección asistida","Disipación termo-tribológica"
462,Sistema de Lubricación,"¿Qué es la tribología?","La ciencia que estudia solamente la viscosidad de los aceites","La ciencia que estudia la fricción, el desgaste y la lubricación entre superficies","La ciencia que estudia el flujo de combustibles en los inyectores","La ciencia que estudia únicamente el desgaste de neumáticos","La ciencia que estudia la fricción, el desgaste y la lubricación entre superficies"
463,Sistema de Lubricación,"¿Cuál es la función principal del sistema de lubricación en un motor de combustión interna?","Aumentar la temperatura del motor","Eliminar el ruido de la combustión","Reducir la fricción y el desgaste entre las superficies móviles","Aumentar la presión de los cilindros","Reducir la fricción y el desgaste entre las superficies móviles"
464,Sistema de Lubricación,"¿Qué tipo de lubricación ocurre al arranque del motor, cuando aún no se forma la película hidrodinámica?","Lubricación límite","Lubricación hidrostática","Lubricación mixta","Lubricación sólida","Lubricación límite"
465,Sistema de Lubricación,"¿Qué parámetro del aceite indica su resistencia a cambiar de viscosidad con la temperatura?","Punto de inflamación","Índice de viscosidad","Densidad","Color","Índice de viscosidad"
466,Sistema de Lubricación,"¿Cuál es el par de superficies que aporta mayor fricción interna en el motor?","Árbol de levas – taqués","Pistón – camisa de cilindro","Volante – cigüeñal","Cigüeñal – volante de motor","Pistón – camisa de cilindro"
467,Sistema de Lubricación,"¿Qué función cumple el filtro de aceite en el sistema de lubricación?","Incrementar la presión del aceite","Enfriar el aceite","Retener partículas sólidas e impurezas","Aumentar la viscosidad del lubricante","Retener partículas sólidas e impurezas"
468,Sistema de Lubricación,"¿Qué ocurre cuando se rompe la película lubricante entre dos superficies?","Disminuye el ruido de funcionamiento","Disminuye la temperatura de trabajo","Aumenta la fricción y el desgaste","Aumenta la eficiencia del motor","Aumenta la fricción y el desgaste"
469,Sistema de Lubricación,"¿Qué propiedad del aceite le permite ayudar al sellado entre aro de pistón y cilindro?","Su color","Su densidad","Su viscosidad","Su contenido de agua","Su viscosidad"
470,Sistema de Lubricación,"¿Qué tipo de desgaste se produce por la presencia de partículas duras entre dos superficies en contacto?","Desgaste adhesivo","Desgaste abrasivo","Desgaste corrosivo","Desgaste por fatiga","Desgaste abrasivo"
471,Sistema de Lubricación,"¿Qué propiedad del lubricante permite mantener en suspensión el hollín y los residuos de combustión?","Detergencia","Antiespumante","Punto de flujo","Punto de inflamación","Detergencia"
472,Sistema de Lubricación,"¿Qué indica el TBN (Número Básico Total) de un aceite?","La cantidad de agua presente en el aceite","La capacidad del aceite para neutralizar ácidos","La resistencia del aceite a la oxidación","La temperatura máxima de trabajo del aceite","La capacidad del aceite para neutralizar ácidos"
473,Sistema de Lubricación,"¿Qué modo de lubricación se caracteriza por una película fluida que separa completamente las superficies?","Lubricación límite","Lubricación mixta","Lubricación hidrodinámica","Lubricación sólida","Lubricación hidrodinámica"
474,Sistema de Lubricación,"¿Cuál es el efecto principal de la alta temperatura sobre el aceite de motor?","Mejora su capacidad de sellado","Aumenta su viscosidad indefinidamente","Acelera su oxidación y degradación","Disminuye el desgaste de los componentes","Acelera su oxidación y degradación"
475,Sistema de Lubricación,"¿Qué consecuencia tiene utilizar un aceite con viscosidad demasiado alta para un motor?","Menor consumo de combustible","Dificultad de arranque y mayores pérdidas por fricción","Menor temperatura del motor","Menor presión de aceite","Dificultad de arranque y mayores pérdidas por fricción"
476,Sistema de Lubricación,"¿Cuál es la función principal de los aditivos antidesgaste como el ZDDP (zinc dialquil ditiophosfato)?","Colorear el aceite","Reducir la densidad del aceite","Formar una película protectora en condiciones de lubricación límite","Reducir el contenido de agua en el aceite","Formar una película protectora en condiciones de lubricación límite"
477,Sistema de Lubricación,"¿Qué tipo de lubricación predomina en los cojinetes del cigüeñal bajo condiciones normales de operación?","Límite","Mixta","Hidrodinámica","Sólida","Hidrodinámica"
478,Sistema de Lubricación,"¿Qué parámetro del sistema de lubricación se controla con un manómetro en el tablero del vehículo?","Temperatura del refrigerante","Presión de aceite","Flujo de combustible","Temperatura del escape","Presión de aceite"
479,Sistema de Lubricación,"¿Qué ocurre si el filtro de aceite se obstruye totalmente?","El motor deja de recibir aceite inmediatamente","Se abre la válvula bypass y el aceite pasa sin filtrar","Aumenta la temperatura del refrigerante","Disminuye la viscosidad del aceite","Se abre la válvula bypass y el aceite pasa sin filtrar"
480,Sistema de Lubricación,"¿Qué tipo de lubricante se utiliza normalmente en un motor de combustión interna?","Grasas sólidas","Aceites minerales o sintéticos con aditivos","Agua con aditivos anticorrosivos","Aire comprimido","Aceites minerales o sintéticos con aditivos"
481,Sistema de Lubricación,"¿Qué función adicional importante tiene el aceite dentro del motor, además de lubricar?","Actuar como refrigerante local","Almacenar energía química","Aumentar la relación de compresión","Ocupar el volumen de los cilindros","Actuar como refrigerante local"
482,Sistema de Lubricación,"¿Cuál es el principal riesgo de trabajar con un nivel de aceite por debajo del mínimo recomendado?","Aumento de la presión de aceite","Cavitación en la bomba de aceite y pérdida de lubricación","Mejora del rendimiento del motor","Disminución de la temperatura del aceite","Cavitación en la bomba de aceite y pérdida de lubricación"
483,Sistema de Lubricación,"¿Qué tipo de desgaste predomina cuando existe corrosión por la presencia de ácidos en el aceite?","Desgaste adhesivo","Desgaste abrasivo","Desgaste corrosivo","Desgaste por impacto","Desgaste corrosivo"
484,Sistema de Lubricación,"¿Qué efecto tiene sobre el motor un consumo excesivo de aceite por volatilidad?","Mejora la lubricación","Disminuye las emisiones","Aumenta el riesgo de falta de lubricante y daños internos","Aumenta la presión de aceite","Aumenta el riesgo de falta de lubricante y daños internos"
485,Sistema de Lubricación,"¿En qué componente del motor es crítico el suministro constante de aceite para evitar gripado?","Radiador","Cojinetes de biela","Filtro de aire","Silenciador","Cojinetes de biela"
486,Sistema de Lubricación,"¿Qué indica la sigla VVT (Variable Valve Timing) en relación con la tribología del motor?","Sistema de refrigeración por aire","Sistema de tiempo de válvulas variable, controlado en parte por el aceite","Sistema de encendido electrónico","Sistema de frenos antibloqueo","Sistema de tiempo de válvulas variable, controlado en parte por el aceite"
487,Sistema de Lubricación,"¿Cuál es el principal beneficio tribológico de usar un aceite sintético frente a uno mineral convencional?","Mayor densidad","Mayor estabilidad térmica y menor degradación","Mayor producción de depósitos","Menor costo","Mayor estabilidad térmica y menor degradación"
488,Sistema de Lubricación,"¿Qué tipo de lubricación describe mejor el contacto entre pistón y camisa durante el PMS (punto muerto superior)?","Hidrodinámica plena","Límite o mixta, por baja velocidad y alta carga","Hidrostática","Seca, sin lubricación","Límite o mixta, por baja velocidad y alta carga"
489,Sistema de Lubricación,"¿Qué indica un aumento significativo en la presencia de partículas metálicas en un análisis de aceite usado?","Un cambio normal de temperatura","Un desgaste anormal de componentes internos","Una mejora en la detergencia del aceite","Una disminución del consumo de aceite","Un desgaste anormal de componentes internos"
490,Sistema de Lubricación,"¿Cuál es la función de los aditivos dispersantes en el aceite de motor?","Aumentar la densidad","Mantener partículas finas en suspensión para evitar depósitos","Reducir el punto de inflamación","Aumentar la conductividad eléctrica","Mantener partículas finas en suspensión para evitar depósitos"
491,Sistema de Lubricación,"¿Qué efecto tiene la contaminación del aceite con combustible no quemado?","Aumenta la viscosidad del aceite","Disminuye la viscosidad y la capacidad de formar película","Mejora la capacidad de sellado","Aumenta el TBN","Disminuye la viscosidad y la capacidad de formar película"
492,Sistema de Lubricación,"Si un motor trabaja frecuentemente a bajas revoluciones y altas cargas, ¿qué régimen de lubricación es más crítico en el diseño tribológico?","Límite y mixto","Hidrodinámico únicamente","Hidrostático","Sólido","Límite y mixto"
493,Sistema de Lubricación,"¿Qué ocasiona la formación de “sludge” (lodo) en el interior del motor?","Únicamente el polvo del ambiente","Oxidación del aceite, combustión incompleta y contaminación con agua","Alto TBN","Baja temperatura del refrigerante","Oxidación del aceite, combustión incompleta y contaminación con agua"
494,Sistema de Lubricación,"¿Qué indica una caída de presión de aceite al aumentar la temperatura de funcionamiento?","Aumento de la viscosidad","Disminución de la viscosidad y mayor fuga interna en la bomba y cojinetes","Mejora del sellado del motor","Obstrucción inmediata del filtro","Disminución de la viscosidad y mayor fuga interna en la bomba y cojinetes"
495,Sistema de Lubricación,"En un rodamiento lubricado por aceite en el tren de válvulas, ¿qué condición favorece la lubricación elastohidrodinámica (EHL)?","Altas cargas y altas velocidades de contacto","Bajas cargas y bajas velocidades","Ausencia de lubricante","Presencia de agua en lugar de aceite","Altas cargas y altas velocidades de contacto"
496,Sistema de Lubricación,"¿Qué provoca un exceso de aire en el cárter (ventilación deficiente del cárter)?","Disminución de la formación de espuma","Mayor oxidación del aceite y formación de lodos","Disminución de la temperatura del aceite","Mejora del sellado de aros","Mayor oxidación del aceite y formación de lodos"
497,Sistema de Lubricación,"¿Por qué los arranques en frío son críticos desde el punto de vista tribológico?","El aceite tiene baja viscosidad y no lubrica","El aceite está más viscoso, tarda en llegar a todas las zonas y aún no hay película hidrodinámica","El combustible no se quema","El filtro deja de funcionar","El aceite está más viscoso, tarda en llegar a todas las zonas y aún no hay película hidrodinámica"
498,Sistema de Lubricación,"¿Qué indica la sigla TAN (Total Acid Number – Número Ácido Total) en un aceite usado?","Contenido de cenizas","Nivel de acidez y productos de oxidación","Cantidad de agua","Viscosidad en frío","Nivel de acidez y productos de oxidación"
499,Sistema de Lubricación,"¿Cuál es el efecto tribológico de una rugosidad superficial excesiva en camisas de cilindro nuevas?","Mejor retención de aceite sin consecuencias","Incremento del desgaste abrasivo inicial (desgaste de asentamiento)","Disminución del consumo de combustible","Mejora del sellado de los aros","Incremento del desgaste abrasivo inicial (desgaste de asentamiento)"
500,Sistema de Lubricación,"¿Qué rol cumplen los aditivos antioxidantes en el aceite?","Aumentar la densidad","Reducir la presión del sistema de lubricación","Retardar las reacciones químicas que oxidan el aceite","Aumentar el contenido de hollín","Retardar las reacciones químicas que oxidan el aceite"
501,Sistema de Lubricación,"¿Cuál de los siguientes factores favorece la cavitación en bombas de aceite?","Bajo nivel de aceite y alta temperatura","Alto nivel de aceite y baja temperatura","Filtro siempre nuevo","Aceite con alta viscosidad a cualquier temperatura","Bajo nivel de aceite y alta temperatura"
502,Sistema de Lubricación,"¿Qué indica un valor elevado en el ensayo NOACK (volatilidad del aceite)?","Menor tendencia a evaporarse","Mayor estabilidad térmica","Mayor pérdida de aceite por evaporación a alta temperatura","Mayor viscosidad en frío","Mayor pérdida de aceite por evaporación a alta temperatura"
503,Sistema de Lubricación,"¿En qué ayuda un modificador de fricción en el aceite del motor?","Aumenta la presión de aceite","Reduce el coeficiente de fricción en condiciones mixtas o límite","Disminuye la capacidad detergente","Aumenta el TAN","Reduce el coeficiente de fricción en condiciones mixtas o límite"
504,Sistema de Lubricación,"¿Qué efecto tiene un sobredimensionamiento del juego (clearance) en un cojinete de biela?","Mejora el sellado del aceite","Disminuye la fuga de aceite","Aumenta el flujo de aceite, pero puede reducir la presión efectiva y la capacidad de carga","No tiene efecto tribológico","Aumenta el flujo de aceite, pero puede reducir la presión efectiva y la capacidad de carga"
505,Sistema de Lubricación,"¿Qué significa la presencia de partículas de sílice (polvo) en el análisis de aceite?","Desgaste normal","Contaminación por aire no filtrado correctamente","Contaminación por combustible","Desgaste corrosivo interno","Contaminación por aire no filtrado correctamente"
506,Sistema de Lubricación,"¿Cuál es el efecto tribológico de trabajar constantemente por encima de la temperatura recomendada del aceite?","Disminuye la oxidación","Aumenta la viscosidad indefinidamente","Acelera la degradación, la oxidación y la formación de lodos","Disminuye el desgaste por completo","Acelera la degradación, la oxidación y la formación de lodos"
507,Sistema de Lubricación,"¿Qué tipo de lubricante es más apropiado para un motor que trabaja en climas muy fríos?","Un aceite monogrado muy viscoso","Un aceite multigrado con buen comportamiento en frío (por ejemplo, 0W-30)","Siempre un aceite 25W-70","Un aceite usado previamente","Un aceite multigrado con buen comportamiento en frío (por ejemplo, 0W-30)"
508,Sistema de Lubricación,"¿Por qué es importante respetar el intervalo de cambio de aceite recomendado por el fabricante?","Para aumentar el consumo de combustible","Porque el aceite nunca se degrada","Porque el aceite pierde progresivamente sus propiedades tribológicas y aditivos","Solo para no perder la garantía, sin efecto técnico real","Porque el aceite pierde progresivamente sus propiedades tribológicas y aditivos"
509,Sistema de Lubricación,"¿Qué puede indicar un aumento de viscosidad en un aceite usado, respecto a su valor original?","Dilución con combustible","Oxidación, formación de polímeros y contaminación con hollín","Pérdida de aditivos antidesgaste","Disminución de TAN","Oxidación, formación de polímeros y contaminación con hollín"
510,Sistema de Lubricación,"¿Cuál de los siguientes elementos es más sensible a una lubricación deficiente en motores turbocargados?","Múltiple de admisión","Eje del turbocompresor","Radiador","Silenciador","Eje del turbocompresor"
511,Sistema de Lubricación,"¿Qué objetivo tiene el uso de recubrimientos como DLC (Diamond-Like Carbon – carbono tipo diamante) en componentes del motor?","Aumentar el peso de las piezas","Incrementar la rugosidad","Reducir la fricción y mejorar la resistencia al desgaste","Facilitar la corrosión","Reducir la fricción y mejorar la resistencia al desgaste"
512,Sistema de Lubricación,"Un cojinete de biela soporta una fuerza aproximada de 20 kN (20 000 N) y el área efectiva de apoyo es de 20 cm² (0,002 m²). ¿Cuál es la presión promedio sobre la superficie?","1 MPa","5 MPa","10 MPa","20 MPa","10 MPa"
513,Sistema de Lubricación,"Un motor presenta presión de aceite adecuada en frío, pero muy baja en caliente. ¿Cuál es la causa más probable desde la tribología?","El aceite se vuelve demasiado viscoso en caliente","El aceite reduce su viscosidad en caliente y aumenta la fuga interna en cojinetes desgastados","El filtro de aire está sucio","El combustible es de bajo octanaje","El aceite reduce su viscosidad en caliente y aumenta la fuga interna en cojinetes desgastados"
514,Sistema de Lubricación,"En un análisis de aceite usado se observa aumento de hierro (Fe) y cromo (Cr). ¿Qué componentes son los más sospechosos de sufrir desgaste?","Cojinetes de biela de bronce","Aros de pistón y camisas de cilindro","Bomba de agua","Filtro de combustible","Aros de pistón y camisas de cilindro"
515,Sistema de Lubricación,"Un motor que trabaja con frecuentes arranques y paradas cortas en ciudad muestra formación acelerada de lodos. Desde la tribología, ¿cuál es la explicación más adecuada?","El motor trabaja siempre a temperatura ideal","El aceite nunca alcanza su temperatura de régimen, hay condensación de agua y combustión incompleta","El combustible es demasiado seco","La viscosidad del aceite es muy baja en frío","El aceite nunca alcanza su temperatura de régimen, hay condensación de agua y combustión incompleta"
516,Sistema de Lubricación,"Un aceite especificado es 5W-30. ¿Qué significa el “5W” según la clasificación SAE (Society of Automotive Engineers)?","Que el aceite tiene alta volatilidad","Que el aceite es apto para invierno (Winter) con buena fluidez a baja temperatura","Que el aceite solo puede usarse en verano","Que el aceite es monogrado","Que el aceite es apto para invierno (Winter) con buena fluidez a baja temperatura"
517,Sistema de Lubricación,"Se analiza la curva de Stribeck (relación entre coeficiente de fricción y número de Sommerfeld). ¿En qué zona de la curva se encuentra la lubricación límite?","Zona de fricción mínima","Zona de fricción media","Zona de fricción alta, baja velocidad y alta carga","Zona donde no hay contacto entre superficies","Zona de fricción alta, baja velocidad y alta carga"
518,Sistema de Lubricación,"Un motor de alto desempeño trabaja a altas rpm y altas cargas. ¿Qué combinación de condiciones favorece mantener la lubricación hidrodinámica en los cojinetes?","Alta viscosidad, baja velocidad","Viscosidad adecuada, alta velocidad y diseño correcto de los cojinetes","Baja viscosidad, baja velocidad","Ausencia de lubricante","Viscosidad adecuada, alta velocidad y diseño correcto de los cojinetes"
519,Sistema de Lubricación,"En un caso de estudio, un motor muestra desgaste severo en leva y taqués. El análisis de aceite indica bajo contenido de ZDDP (zinc dialquil ditiophosfato). ¿Qué conclusión tribológica es más coherente?","El desgaste es independiente de los aditivos","La falta de aditivos antidesgaste redujo la protección en régimen límite","El desgaste se debe solo a la temperatura del refrigerante","El aceite no lubrica componentes rotativos","La falta de aditivos antidesgaste redujo la protección en régimen límite"
520,Sistema de Lubricación,"Se realiza un cálculo simplificado: la viscosidad de un aceite disminuye al aumentar la temperatura. ¿Cómo afecta esto al número de Sommerfeld (S) en un cojinete?","S aumenta, indicando mejor lubricación","S disminuye, lo que puede acercar el régimen a mixto o límite","S no cambia con la viscosidad","S desaparece","S disminuye, lo que puede acercar el régimen a mixto o límite"
521,Sistema de Lubricación,"Un motor diésel de trabajo pesado presenta altos niveles de hollín en el aceite, pero el motor sigue funcionando. ¿Qué propiedad del aceite es crítica en este caso para evitar problemas?","Alta volatilidad","Buena capacidad detergente y dispersante para mantener el hollín en suspensión","Alta acidez","Baja estabilidad térmica","Buena capacidad detergente y dispersante para mantener el hollín en suspensión"
522,Sistema de Lubricación,"Un análisis de aceite revela alto TAN (Total Acid Number – Número Ácido Total) y bajo TBN (Total Base Number – Número Básico Total). ¿Qué acción es más recomendable?","Extender aún más el intervalo de cambio de aceite","Cambiar inmediatamente el aceite para evitar corrosión interna","Añadir agua al aceite","Reducir la temperatura del refrigerante","Cambiar inmediatamente el aceite para evitar corrosión interna"
523,Sistema de Lubricación,"En un cojinete hidrodinámico, si se incrementa la carga mientras se mantiene la misma viscosidad y velocidad, ¿qué le ocurre al espesor mínimo de película lubricante?","Aumenta","Permanece constante","Disminuye, incrementando el riesgo de contacto metal–metal","Desaparece la lubricación hidrodinámica automáticamente","Disminuye, incrementando el riesgo de contacto metal–metal"
524,Sistema de Lubricación,"Un caso de estudio muestra ralladuras (scuffing) en un pistón recién montado. ¿Cuál es la causa tribológica más probable?","Exceso de refrigerante","Falta de película lubricante adecuada durante el asentamiento, posiblemente por mala limpieza o baja lubricación inicial","Baja temperatura de trabajo","Aceite con demasiado TBN","Falta de película lubricante adecuada durante el asentamiento, posiblemente por mala limpieza o baja lubricación inicial"
525,Sistema de Lubricación,"Un motor turboalimentado sufre falla del turbocompresor por gripado del eje. El análisis del aceite del turbo muestra fuerte degradación térmica. ¿Cuál es la mejor medida preventiva?","Usar aceite de menor calidad","Detener el motor inmediatamente después de altas cargas","Permitir un periodo de enfriamiento al ralentí y usar un aceite con alta estabilidad térmica","Reducir la filtración del aceite","Permitir un periodo de enfriamiento al ralentí y usar un aceite con alta estabilidad térmica"
526,Sistema de Lubricación,"Un motor de competencia utiliza recubrimientos DLC (Diamond-Like Carbon – carbono tipo diamante) en aros de pistón. ¿Qué ventaja tribológica se busca?","Aumentar la corrosión controlada","Reducir la fricción y mejorar la resistencia al desgaste a altas cargas y velocidades","Aumentar la rugosidad","Disminuir la vida útil","Reducir la fricción y mejorar la resistencia al desgaste a altas cargas y velocidades"
527,Sistema de Lubricación,"En un cálculo simplificado, un rodamiento soporta una carga de 5 kN (5000 N) y tiene un área efectiva de contacto de 5 cm² (0,0005 m²). ¿Cuál es la presión promedio?","1 MPa","5 MPa","10 MPa","15 MPa","10 MPa"
528,Sistema de Lubricación,"Un motor modernizado incorpora VVT (Variable Valve Timing – tiempo de válvulas variable) controlado hidráulicamente con aceite. ¿Qué ocurre si se utiliza un aceite mucho más viscoso que el recomendado?","El sistema VVT opera más rápido","El sistema VVT puede responder más lento o fallar en su ajuste","No hay impacto en el sistema VVT","Disminuye la presión de aceite","El sistema VVT puede responder más lento o fallar en su ajuste"
529,Sistema de Lubricación,"Un motor de flota trabaja en un ambiente muy polvoriento. El análisis de aceite muestra alta concentración de sílice (Si). ¿Qué ajuste operativo tribológico es más adecuado?","Aumentar el intervalo de cambio de aceite","Mejorar la filtración de aire y revisar la integridad del sistema de admisión","Reducir la viscosidad del aceite","Cambiar el tipo de combustible","Mejorar la filtración de aire y revisar la integridad del sistema de admisión"
530,Sistema de Lubricación,"En un estudio de confiabilidad, se identifica que el 80% del desgaste ocurre durante los arranques en frío. ¿Qué estrategia tribológica ayuda a reducir este desgaste?","Usar siempre aceite más espeso","Usar un aceite con buena fluidez en frío (bajo grado “W”) y evitar aceleraciones bruscas hasta que el aceite llegue a régimen","Arrancar y acelerar al máximo inmediatamente","No cambiar nunca el filtro de aceite","Usar un aceite con buena fluidez en frío (bajo grado “W”) y evitar aceleraciones bruscas hasta que el aceite llegue a régimen"
531,Sistema de Lubricación,"En un caso de fallo, un cojinete presenta picaduras (pitting) en la superficie. ¿Qué tipo de daño tribológico es más probable?","Desgaste adhesivo simple","Desgaste por fatiga superficial debido a cargas cíclicas","Desgaste químico puro","Desgaste por erosión","Desgaste por fatiga superficial debido a cargas cíclicas"
532,Sistema de Lubricación,"Se desea reducir el consumo de combustible en un motor manteniendo la protección tribológica. ¿Qué cambio tiene más sentido?","Pasar de un aceite 15W-40 a un aceite 5W-30 aprobado por el fabricante","Aumentar la viscosidad a 25W-70","Usar aceite sin aditivos","Reducir el nivel de aceite por debajo del mínimo","Pasar de un aceite 15W-40 a un aceite 5W-30 aprobado por el fabricante"
533,Sistema de Lubricación,"En un análisis de fallas, se observa que el aceite presenta gran cantidad de partículas de cobre (Cu) y plomo (Pb). ¿Qué componente es el principal sospechoso?","Aros de pistón","Cojinetes de bancada y de biela (aleaciones de cobre y plomo)","Bujías","Camisas de hierro fundido","Cojinetes de bancada y de biela (aleaciones de cobre y plomo)"
534,Sistema de Lubricación,"Un motor funciona con aceite excesivamente por debajo del nivel mínimo durante un periodo prolongado. Desde la tribología, ¿cuál es el efecto más probable?","Solo aumenta el ruido, sin daños","Cavitación en la bomba, pérdida de lubricación y daño severo en cojinetes y cilindros","Mejora el rendimiento de combustible","Aumenta el TBN","Cavitación en la bomba, pérdida de lubricación y daño severo en cojinetes y cilindros"
535,Sistema de Lubricación,"En un proyecto de investigación tribológica se estudia la curva de Stribeck. ¿Qué combinación de factores reduce el coeficiente de fricción hacia la zona hidrodinámica?","Disminuir viscosidad, disminuir velocidad, aumentar carga","Aumentar viscosidad dentro de lo recomendado, aumentar velocidad y mantener la carga dentro del diseño","Eliminar el lubricante","Reducir la temperatura hasta solidificar el aceite","Aumentar viscosidad dentro de lo recomendado, aumentar velocidad y mantener la carga dentro del diseño"
536,Sistema de Lubricación,"Un motor presenta un consumo de aceite elevado, pero sin fugas externas visibles. El análisis NOACK indica alta volatilidad del aceite usado. ¿Qué acción técnica es más recomendable?","Cambiar a un aceite con menor volatilidad NOACK aprobado por el fabricante","Aumentar la temperatura de trabajo","Reducir la filtración","Añadir agua al aceite para reducir la evaporación","Cambiar a un aceite con menor volatilidad NOACK aprobado por el fabricante"
